report_type,organization,platform,metric,target,date,dim1,dim2,value
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2020-02-01,A,ZZ,2433
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2020-02-01,B,XX,2434
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2020-02-01,B,YY,2435
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2020-02-01,B,ZZ,2436
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2020-02-01,C,XX,2437
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2020-02-01,C,YY,2438
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2020-02-01,C,ZZ,2439
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2020-03-01,A,XX,2440
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2020-03-01,A,YY,2441
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2020-03-01,A,ZZ,2442
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2020-03-01,B,XX,2443
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2020-03-01,B,YY,2444
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2020-03-01,B,ZZ,2445
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2020-03-01,C,XX,2446
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2020-03-01,C,YY,2447
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2020-03-01,C,ZZ,2448
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2019-12-01,A,XX,2449
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2019-12-01,A,YY,2450
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2019-12-01,A,ZZ,2451
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2019-12-01,B,XX,2452
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2019-12-01,B,YY,2453
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2019-12-01,B,ZZ,2454
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2019-12-01,C,XX,2455
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2019-12-01,C,YY,2456
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2019-12-01,C,ZZ,2457
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2020-01-01,A,XX,2458
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2020-01-01,A,YY,2459
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2020-01-01,A,ZZ,2460
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2020-01-01,B,XX,2461
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2020-01-01,B,YY,2462
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2020-01-01,B,ZZ,2463
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2020-01-01,C,XX,2464
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2020-01-01,C,YY,2465
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2020-01-01,C,ZZ,2466
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2020-02-01,A,XX,2467
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2020-02-01,A,YY,2468
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2020-02-01,A,ZZ,2469
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2020-02-01,B,XX,2470
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2020-02-01,B,YY,2471
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2020-02-01,B,ZZ,2472
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2020-02-01,C,XX,2473
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2020-02-01,C,YY,2474
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2020-02-01,C,ZZ,2475
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2020-03-01,A,XX,2476
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2020-03-01,A,YY,2477
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2020-03-01,A,ZZ,2478
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2020-03-01,B,XX,2479
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2020-03-01,B,YY,2480
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2020-03-01,B,ZZ,2481
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2020-03-01,C,XX,2482
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2020-03-01,C,YY,2483
Report type 2,Organization 2,Platform 2,Metric 2,Title 3,2020-03-01,C,ZZ,2484
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2019-12-01,A,XX,2485
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2019-12-01,A,YY,2486
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2019-12-01,A,ZZ,2487
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2019-12-01,B,XX,2488
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2019-12-01,B,YY,2489
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2019-12-01,B,ZZ,2490
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2019-12-01,C,XX,2491
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2019-12-01,C,YY,2492
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2019-12-01,C,ZZ,2493
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2020-01-01,A,XX,2494
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2020-01-01,A,YY,2495
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2020-01-01,A,ZZ,2496
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2020-01-01,B,XX,2497
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2020-01-01,B,YY,2498
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2020-01-01,B,ZZ,2499
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2020-01-01,C,XX,2500
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2020-01-01,C,YY,2501
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2020-01-01,C,ZZ,2502
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2020-02-01,A,XX,2503
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2020-02-01,A,YY,2504
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2020-02-01,A,ZZ,2505
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2020-02-01,B,XX,2506
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2020-02-01,B,YY,2507
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2020-02-01,B,ZZ,2508
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2020-02-01,C,XX,2509
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2020-02-01,C,YY,2510
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2020-02-01,C,ZZ,2511
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2020-03-01,A,XX,2512
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2020-03-01,A,YY,2513
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2020-03-01,A,ZZ,2514
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2020-03-01,B,XX,2515
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2020-03-01,B,YY,2516
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2020-03-01,B,ZZ,2517
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2020-03-01,C,XX,2518
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2020-03-01,C,YY,2519
Report type 2,Organization 2,Platform 2,Metric 3,Title 1,2020-03-01,C,ZZ,2520
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2019-12-01,A,XX,2521
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2019-12-01,A,YY,2522
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2019-12-01,A,ZZ,2523
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2019-12-01,B,XX,2524
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2019-12-01,B,YY,2525
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2019-12-01,B,ZZ,2526
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2019-12-01,C,XX,2527
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2019-12-01,C,YY,2528
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2019-12-01,C,ZZ,2529
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2020-01-01,A,XX,2530
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2020-01-01,A,YY,2531
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2020-01-01,A,ZZ,2532
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2020-01-01,B,XX,2533
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2020-01-01,B,YY,2534
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2020-01-01,B,ZZ,2535
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2020-01-01,C,XX,2536
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2020-01-01,C,YY,2537
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2020-01-01,C,ZZ,2538
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2020-02-01,A,XX,2539
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2020-02-01,A,YY,2540
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2020-02-01,A,ZZ,2541
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2020-02-01,B,XX,2542
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2020-02-01,B,YY,2543
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2020-02-01,B,ZZ,2544
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2020-02-01,C,XX,2545
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2020-02-01,C,YY,2546
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2020-02-01,C,ZZ,2547
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2020-03-01,A,XX,2548
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2020-03-01,A,YY,2549
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2020-03-01,A,ZZ,2550
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2020-03-01,B,XX,2551
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2020-03-01,B,YY,2552
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2020-03-01,B,ZZ,2553
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2020-03-01,C,XX,2554
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2020-03-01,C,YY,2555
Report type 2,Organization 2,Platform 2,Metric 3,Title 2,2020-03-01,C,ZZ,2556
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2019-12-01,A,XX,2557
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2019-12-01,A,YY,2558
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2019-12-01,A,ZZ,2559
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2019-12-01,B,XX,2560
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2019-12-01,B,YY,2561
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2019-12-01,B,ZZ,2562
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2019-12-01,C,XX,2563
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2019-12-01,C,YY,2564
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2019-12-01,C,ZZ,2565
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2020-01-01,A,XX,2566
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2020-01-01,A,YY,2567
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2020-01-01,A,ZZ,2568
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2020-01-01,B,XX,2569
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2020-01-01,B,YY,2570
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2020-01-01,B,ZZ,2571
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2020-01-01,C,XX,2572
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2020-01-01,C,YY,2573
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2020-01-01,C,ZZ,2574
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2020-02-01,A,XX,2575
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2020-02-01,A,YY,2576
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2020-02-01,A,ZZ,2577
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2020-02-01,B,XX,2578
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2020-02-01,B,YY,2579
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2020-02-01,B,ZZ,2580
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2020-02-01,C,XX,2581
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2020-02-01,C,YY,2582
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2020-02-01,C,ZZ,2583
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2020-03-01,A,XX,2584
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2020-03-01,A,YY,2585
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2020-03-01,A,ZZ,2586
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2020-03-01,B,XX,2587
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2020-03-01,B,YY,2588
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2020-03-01,B,ZZ,2589
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2020-03-01,C,XX,2590
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2020-03-01,C,YY,2591
Report type 2,Organization 2,Platform 2,Metric 3,Title 3,2020-03-01,C,ZZ,2592
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2019-12-01,A,XX,2593
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2019-12-01,A,YY,2594
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2019-12-01,A,ZZ,2595
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2019-12-01,B,XX,2596
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2019-12-01,B,YY,2597
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2019-12-01,B,ZZ,2598
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2019-12-01,C,XX,2599
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2019-12-01,C,YY,2600
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2019-12-01,C,ZZ,2601
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2020-01-01,A,XX,2602
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2020-01-01,A,YY,2603
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2020-01-01,A,ZZ,2604
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2020-01-01,B,XX,2605
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2020-01-01,B,YY,2606
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2020-01-01,B,ZZ,2607
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2020-01-01,C,XX,2608
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2020-01-01,C,YY,2609
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2020-01-01,C,ZZ,2610
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2020-02-01,A,XX,2611
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2020-02-01,A,YY,2612
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2020-02-01,A,ZZ,2613
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2020-02-01,B,XX,2614
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2020-02-01,B,YY,2615
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2020-02-01,B,ZZ,2616
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2020-02-01,C,XX,2617
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2020-02-01,C,YY,2618
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2020-02-01,C,ZZ,2619
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2020-03-01,A,XX,2620
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2020-03-01,A,YY,2621
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2020-03-01,A,ZZ,2622
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2020-03-01,B,XX,2623
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2020-03-01,B,YY,2624
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2020-03-01,B,ZZ,2625
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2020-03-01,C,XX,2626
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2020-03-01,C,YY,2627
Report type 2,Organization 2,Platform 3,Metric 1,Title 1,2020-03-01,C,ZZ,2628
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2019-12-01,A,XX,2629
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2019-12-01,A,YY,2630
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2019-12-01,A,ZZ,2631
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2019-12-01,B,XX,2632
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2019-12-01,B,YY,2633
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2019-12-01,B,ZZ,2634
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2019-12-01,C,XX,2635
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2019-12-01,C,YY,2636
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2019-12-01,C,ZZ,2637
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2020-01-01,A,XX,2638
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2020-01-01,A,YY,2639
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2020-01-01,A,ZZ,2640
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2020-01-01,B,XX,2641
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2020-01-01,B,YY,2642
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2020-01-01,B,ZZ,2643
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2020-01-01,C,XX,2644
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2020-01-01,C,YY,2645
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2020-01-01,C,ZZ,2646
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2020-02-01,A,XX,2647
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2020-02-01,A,YY,2648
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2020-02-01,A,ZZ,2649
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2020-02-01,B,XX,2650
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2020-02-01,B,YY,2651
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2020-02-01,B,ZZ,2652
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2020-02-01,C,XX,2653
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2020-02-01,C,YY,2654
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2020-02-01,C,ZZ,2655
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2020-03-01,A,XX,2656
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2020-03-01,A,YY,2657
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2020-03-01,A,ZZ,2658
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2020-03-01,B,XX,2659
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2020-03-01,B,YY,2660
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2020-03-01,B,ZZ,2661
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2020-03-01,C,XX,2662
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2020-03-01,C,YY,2663
Report type 2,Organization 2,Platform 3,Metric 1,Title 2,2020-03-01,C,ZZ,2664
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2019-12-01,A,XX,2665
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2019-12-01,A,YY,2666
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2019-12-01,A,ZZ,2667
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2019-12-01,B,XX,2668
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2019-12-01,B,YY,2669
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2019-12-01,B,ZZ,2670
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2019-12-01,C,XX,2671
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2019-12-01,C,YY,2672
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2019-12-01,C,ZZ,2673
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2020-01-01,A,XX,2674
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2020-01-01,A,YY,2675
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2020-01-01,A,ZZ,2676
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2020-01-01,B,XX,2677
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2020-01-01,B,YY,2678
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2020-01-01,B,ZZ,2679
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2020-01-01,C,XX,2680
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2020-01-01,C,YY,2681
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2020-01-01,C,ZZ,2682
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2020-02-01,A,XX,2683
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2020-02-01,A,YY,2684
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2020-02-01,A,ZZ,2685
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2020-02-01,B,XX,2686
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2020-02-01,B,YY,2687
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2020-02-01,B,ZZ,2688
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2020-02-01,C,XX,2689
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2020-02-01,C,YY,2690
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2020-02-01,C,ZZ,2691
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2020-03-01,A,XX,2692
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2020-03-01,A,YY,2693
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2020-03-01,A,ZZ,2694
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2020-03-01,B,XX,2695
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2020-03-01,B,YY,2696
Report type 2,Organization 2,Platform 3,Metric 1,Title 3,2020-03-01,B,ZZ,2697
